Country,Product.Description,10/1/2016,11/1/2016,12/1/2016,1/1/2017,2/1/2017,3/1/2017,4/1/2017,5/1/2017,6/1/2017,7/1/2017,8/1/2017,9/1/2017,10/1/2017,11/1/2017,12/1/2017,1/1/2018,2/1/2018,3/1/2018,4/1/2018,5/1/2018,6/1/2018,7/1/2018,8/1/2018,9/1/2018,10/1/2018,11/1/2018,12/1/2018,1/1/2019,2/1/2019,3/1/2019,4/1/2019,5/1/2019,6/1/2019,7/1/2019,8/1/2019,9/1/2019,10/1/2019,11/1/2019,12/1/2019,1/1/2020,2/1/2020
France,Product 150,421,193,947,608,117,506,160,692,292,495,486,732,345,10,613,962,343,472,160,20,589,588,357,883,403,935,860,72,601,431,512,766,126,503,494,290,844,381,694,50,34
France,Product 151,222,757,193,825,157,939,193,690,488,83,563,824,200,585,880,326,280,552,477,754,396,202,569,965,815,560,407,936,633,179,914,681,838,298,525,917,273,800,513,524,418
France,Product 152,526,494,979,920,784,954,892,122,369,338,556,396,80,525,872,995,107,792,505,270,184,533,292,568,43,171,950,477,683,426,93,680,228,734,390,897,299,757,858,108,687
France,Product 153,216,206,346,469,204,916,543,377,20,897,755,716,71,156,538,500,112,928,488,545,275,923,420,120,722,831,232,183,961,843,884,401,173,846,204,984,742,890,631,219,287
France,Product 154,172,227,668,28,248,166,977,766,488,137,824,3,617,141,163,779,387,159,454,928,229,64,558,561,632,268,579,516,748,326,711,274,116,70,923,162,840,415,95,430,184
France,Product 155,573,710,686,500,579,979,130,709,74,561,631,63,263,138,717,261,202,125,755,689,556,183,782,16,594,971,400,994,586,134,81,737,133,133,360,29,751,318,549,201,526
France,Product 156,550,385,666,761,314,270,586,146,286,6,494,139,945,12,148,143,947,268,369,89,553,412,714,861,731,371,958,116,315,801,378,71,520,352,67,517,402,17,152,722,821
France,Product 157,985,676,94,908,755,909,804,963,54,167,731,986,114,887,835,574,751,710,602,34,522,5,9,50,604,975,41,900,428,70,182,161,139,49,181,431,901,62,451,825,203
France,Product 158,318,905,546,220,230,23,938,279,139,75,189,473,891,221,158,388,919,176,603,231,527,916,141,120,304,24,419,255,304,361,120,653,653,539,279,527,169,484,162,178,498
France,Product 159,240,446,590,770,983,157,367,685,309,881,101,275,578,131,985,341,62,440,770,832,933,513,762,453,543,931,670,35,328,440,937,898,182,237,774,531,817,364,726,849,622
France,Product 160,696,540,822,871,156,59,210,637,689,600,714,426,305,980,63,38,435,486,494,506,950,328,115,466,42,398,520,667,290,603,246,426,33,622,349,985,135,728,953,267,883
France,Product 161,874,69,542,776,416,111,677,688,184,412,703,469,150,53,462,593,786,473,217,933,191,580,460,335,537,837,158,592,772,115,702,75,986,298,413,487,556,438,60,150,384
France,Product 162,101,810,395,209,535,661,523,393,112,234,271,341,184,369,686,528,236,937,212,620,921,184,994,547,101,119,309,540,566,777,720,725,444,536,447,630,489,712,592,210,847
France,Product 163,874,871,739,790,628,174,591,336,573,374,914,66,535,400,64,796,801,482,513,620,749,890,877,8,284,899,883,568,778,216,873,773,922,341,726,710,859,206,313,695,50
France,Product 164,949,795,655,512,669,410,885,312,855,341,471,930,583,478,804,733,112,120,644,572,859,928,570,859,364,681,942,434,429,712,645,903,591,789,978,232,395,665,874,322,654
France,Product 165,936,828,937,158,868,519,649,256,450,850,402,781,739,7,762,674,397,78,200,65,430,358,445,743,5,76,946,1,375,962,387,911,237,164,546,450,497,546,585,593,875
France,Product 166,107,649,192,825,372,71,539,432,449,312,51,414,194,277,633,90,212,263,269,37,842,527,426,16,311,976,694,245,999,959,235,35,90,218,292,8,37,925,592,51,883
France,Product 167,307,486,838,667,401,203,298,318,422,915,898,472,91,466,804,510,705,380,891,775,118,687,701,23,443,371,864,252,745,394,122,109,835,217,869,526,276,833,118,812,843
France,Product 168,426,430,327,272,391,823,557,921,442,492,521,263,588,963,247,753,69,498,741,898,352,116,131,565,670,49,196,170,314,767,130,428,838,437,298,715,170,769,425,985,169
France,Product 169,937,888,6,487,412,884,28,103,988,613,923,511,621,962,922,123,261,671,994,238,27,24,643,1,906,6,372,842,625,175,123,324,26,968,770,768,469,901,964,209,881
France,Product 170,839,592,28,326,259,518,953,633,888,855,400,328,848,303,510,555,139,776,654,768,558,664,490,655,575,203,100,222,427,983,256,927,561,743,366,92,145,414,598,489,444
France,Product 171,374,164,698,253,484,932,100,368,90,524,114,234,132,969,781,979,626,581,705,734,256,141,782,861,375,349,881,846,311,823,812,530,454,538,385,919,837,46,573,361,819
France,Product 172,779,728,307,433,691,255,200,171,70,599,421,631,166,404,247,447,425,325,99,932,163,860,148,154,513,602,218,933,559,256,834,448,901,395,708,286,38,759,164,287,453
France,Product 173,924,289,752,464,224,32,12,186,533,250,534,282,678,708,776,531,84,944,553,696,235,273,832,251,550,735,767,77,136,940,538,780,505,867,741,420,523,356,642,941,473
France,Product 174,236,861,489,216,502,502,299,135,445,11,790,101,434,606,40,206,617,799,580,360,311,929,981,767,824,196,217,763,76,824,427,46,398,883,364,926,167,990,672,879,45
France,Product 175,145,455,886,801,755,625,437,308,900,202,898,860,808,610,913,842,888,861,346,710,24,898,143,310,698,585,411,291,66,141,899,607,221,829,298,888,422,710,241,260,447
France,Product 176,598,623,10,95,300,722,16,630,398,415,108,203,523,36,45,334,955,835,309,483,800,190,543,691,248,68,946,164,829,655,126,960,745,311,578,958,233,378,762,297,166
France,Product 177,914,218,642,595,801,777,21,327,315,699,753,630,820,891,653,742,222,777,511,518,262,656,953,620,741,35,26,307,628,222,438,650,159,670,723,852,800,548,98,550,394
France,Product 178,831,283,465,124,506,251,573,686,239,100,231,490,633,603,208,435,881,634,97,849,570,49,282,593,3,26,4,487,277,814,641,291,318,998,561,641,344,914,9,381,85
France,Product 179,679,615,743,990,730,179,618,46,331,907,126,144,592,967,932,98,884,93,996,109,114,425,347,562,207,143,3,724,590,594,521,157,340,28,365,913,313,70,326,679,121
France,Product 180,934,704,125,203,25,395,2,738,271,357,385,144,494,248,831,937,566,692,344,1000,894,44,239,822,347,699,638,71,974,968,503,365,49,477,734,14,541,164,665,581,570
France,Product 181,226,218,480,793,981,9,842,684,245,928,941,72,565,464,738,457,577,315,974,946,666,531,574,69,257,843,707,901,919,701,147,264,149,662,905,462,756,129,668,930,949
France,Product 182,115,223,513,278,872,156,720,77,130,711,876,235,332,448,502,375,269,969,719,619,634,593,751,24,453,793,354,302,209,916,791,899,232,241,952,812,115,287,100,158,629
France,Product 183,258,995,461,929,201,60,417,474,173,612,957,987,638,909,116,109,59,418,324,774,787,167,848,6,595,413,78,794,196,312,401,204,256,152,298,192,3,165,757,240,538
France,Product 184,967,927,654,990,261,886,577,42,320,328,331,560,630,525,27,449,844,52,701,3,544,323,504,162,876,554,288,529,36,997,7,288,386,89,389,675,655,646,203,377,933
France,Product 185,688,994,886,958,241,432,357,695,318,492,417,31,454,577,494,753,909,833,41,901,330,145,492,1,541,259,463,704,125,642,821,661,645,44,399,645,299,964,277,620,460
France,Product 186,466,145,333,281,478,195,774,105,509,965,257,687,456,566,746,929,196,791,416,791,190,751,505,697,74,469,436,94,854,26,102,280,839,716,993,411,934,385,41,566,902
France,Product 187,56,647,765,12,65,515,408,406,824,420,772,230,644,722,452,396,656,329,682,351,357,20,15,290,368,180,10,85,957,689,841,932,432,161,575,575,373,410,520,478,812
France,Product 188,445,773,44,557,357,632,687,950,483,653,169,533,734,679,270,398,759,984,745,711,209,841,581,645,760,668,878,546,92,241,403,221,82,519,404,279,523,540,268,672,291
France,Product 189,321,664,355,630,248,791,270,647,517,722,939,568,568,964,624,665,836,350,855,90,753,374,977,61,741,382,214,259,345,774,176,578,433,824,237,952,201,796,228,720,482
France,Product 190,661,355,358,863,771,965,126,800,736,476,277,877,117,274,911,429,575,702,206,116,546,624,544,766,612,716,40,49,372,487,855,235,105,634,147,50,94,539,838,513,816
France,Product 191,218,92,115,298,701,810,402,235,154,951,535,279,509,87,139,154,883,6,175,53,197,620,703,684,652,778,576,877,287,748,128,548,963,508,117,629,679,59,166,113,526
France,Product 192,846,279,151,932,606,716,787,205,784,183,144,787,662,422,821,3,66,416,965,233,904,828,86,172,633,19,213,80,375,160,809,288,973,136,966,402,786,809,276,190,515
France,Product 193,862,728,883,179,741,370,889,922,46,936,969,450,886,272,86,642,163,506,489,388,244,652,744,269,645,867,817,359,506,857,115,168,439,688,797,217,190,730,849,967,450
France,Product 194,82,441,336,19,595,904,609,384,357,437,558,373,541,800,19,276,900,410,610,702,668,441,845,61,387,923,36,853,450,248,439,731,345,234,525,302,127,667,76,568,740
France,Product 195,687,543,896,119,402,377,541,453,546,179,125,132,668,699,671,909,278,189,145,434,713,327,714,160,713,21,748,855,820,330,275,14,302,133,590,999,638,653,767,387,689
France,Product 196,91,662,634,318,513,724,767,485,878,497,988,983,964,59,155,141,162,871,30,836,670,658,360,205,36,470,87,1000,888,403,696,642,471,907,849,113,934,86,915,842,586
France,Product 197,635,108,483,269,54,536,973,137,852,389,708,64,697,13,665,286,127,528,963,24,582,203,207,122,579,555,51,798,156,379,240,876,113,446,748,301,796,930,242,284,702
France,Product 198,757,718,228,458,791,420,427,157,497,569,789,717,497,354,492,852,538,121,238,366,751,846,562,215,336,459,391,375,627,453,513,459,172,685,139,918,370,830,703,631,980
France,Product 199,253,23,549,169,304,250,790,327,624,32,940,719,133,647,902,342,98,245,948,346,595,230,188,250,215,122,971,319,118,398,494,439,502,897,755,871,412,782,61,205,338
France,Product 200,651,171,362,456,230,3,752,625,351,173,293,743,544,824,301,788,470,142,441,520,86,623,631,777,395,388,404,57,278,677,603,835,872,514,166,916,921,818,479,745,295
France,Product 201,584,135,646,813,593,33,492,204,86,998,191,161,311,550,129,977,626,143,881,519,877,871,285,839,78,523,834,366,322,118,265,332,265,871,159,356,180,503,338,935,339
France,Product 202,337,481,219,711,384,57,541,577,804,21,422,124,54,389,517,604,639,709,697,332,447,759,931,540,873,736,829,304,623,958,930,930,821,419,535,875,335,858,400,926,477
France,Product 203,653,754,142,689,171,825,433,873,465,442,812,409,620,781,23,543,188,831,545,253,548,261,31,850,346,707,437,80,450,514,354,48,1,981,939,532,29,7,191,314,39
France,Product 204,791,1,298,749,551,469,755,416,916,834,553,4,715,282,659,124,700,918,697,305,982,798,383,485,989,964,682,35,352,560,679,259,213,980,610,318,514,252,603,320,579
France,Product 205,184,560,638,23,246,898,28,826,940,308,538,164,282,202,336,416,336,777,116,12,530,953,84,175,895,930,366,819,547,111,394,707,614,898,852,557,366,270,325,764,382
France,Product 206,416,784,220,625,189,603,930,224,739,802,490,330,889,458,533,776,596,610,560,136,801,313,234,767,270,249,150,482,375,292,411,341,289,515,362,542,864,876,153,330,7
France,Product 207,929,804,636,796,895,119,149,496,787,917,872,39,584,500,787,657,210,220,749,531,275,196,645,743,325,164,621,662,285,779,879,203,465,364,946,968,679,851,510,6,741
France,Product 208,134,433,417,188,600,395,786,57,224,463,886,390,327,933,55,454,8,475,374,545,229,137,942,421,648,644,619,552,956,519,189,372,243,276,417,506,52,433,534,890,752
France,Product 209,861,82,286,756,689,111,359,412,860,651,948,458,529,956,371,95,76,670,792,937,159,894,138,989,453,198,532,207,841,914,191,807,542,366,967,894,776,999,923,522,87
France,Product 210,530,675,696,89,179,421,686,435,924,214,162,835,13,715,899,527,447,9,868,267,504,975,179,368,177,767,228,930,789,902,373,305,376,877,247,747,694,372,20,25,490
France,Product 211,295,850,804,464,76,700,735,235,693,223,603,420,429,760,624,938,563,836,436,6,394,939,106,806,38,559,710,73,496,966,593,10,426,559,684,231,936,529,98,393,946
France,Product 212,130,183,727,320,908,983,240,361,82,666,555,277,963,977,454,28,304,257,987,955,825,955,422,38,262,746,394,907,363,267,767,698,643,566,470,822,308,978,150,942,387
France,Product 213,252,85,998,735,799,724,548,667,299,104,288,629,262,205,816,165,249,398,319,489,246,277,221,393,188,804,659,326,205,308,327,143,64,463,859,145,309,361,286,942,529
France,Product 214,406,250,829,176,505,149,516,514,670,605,171,660,187,171,803,634,443,886,387,169,827,384,810,977,699,948,464,690,247,878,272,327,609,327,224,582,265,400,502,848,887
France,Product 215,553,154,480,527,230,163,160,46,14,263,449,733,254,427,521,321,19,122,316,516,75,522,817,623,730,188,656,460,306,92,404,820,416,38,444,739,414,719,380,647,941
France,Product 216,695,964,661,2,710,543,350,669,215,40,93,779,660,296,529,183,58,826,844,133,147,506,306,5,379,232,588,277,2,867,528,420,355,439,457,248,401,879,57,69,512
France,Product 217,402,405,848,110,197,590,60,642,0,327,693,9,497,272,137,13,672,278,949,990,636,949,602,585,969,397,391,348,288,375,826,296,338,877,796,698,229,996,538,318,229
France,Product 218,288,629,603,808,956,752,551,645,34,919,712,592,97,337,121,678,111,528,914,94,769,695,825,659,952,781,310,451,812,854,781,852,140,796,257,178,821,525,682,893,91
France,Product 219,344,322,596,564,885,415,280,233,517,540,871,82,107,552,910,760,425,266,461,857,946,945,987,963,27,273,486,906,472,800,670,165,440,800,633,168,285,605,185,2,591
France,Product 220,32,852,286,943,389,131,201,193,705,451,483,738,82,552,294,100,34,85,71,45,847,63,210,694,180,539,25,433,100,742,996,383,925,326,642,262,41,186,4,428,493
France,Product 221,233,363,573,582,609,954,150,885,824,769,455,899,544,82,41,745,500,888,949,280,358,757,24,380,1,652,545,494,755,187,357,42,455,725,915,226,211,638,206,220,346
France,Product 222,805,984,622,668,730,265,99,616,207,23,538,180,522,300,305,728,429,368,648,829,590,433,795,7,278,187,346,358,249,755,176,202,577,179,990,423,515,237,418,252,214
France,Product 223,163,254,190,358,359,45,70,76,620,496,710,482,504,788,647,480,847,425,425,15,676,233,379,384,978,988,92,549,155,176,446,902,593,713,778,633,258,461,956,563,799
France,Product 224,612,798,884,255,687,600,111,175,595,894,528,198,473,183,231,298,237,806,382,721,542,22,512,394,474,91,232,363,900,655,609,607,687,800,854,29,467,368,548,575,6
France,Product 225,431,113,767,690,472,827,9,558,278,507,688,804,684,156,408,966,845,650,166,619,407,735,808,915,468,783,318,141,783,849,300,868,942,892,291,913,316,995,488,339,312
France,Product 226,439,310,8,693,33,987,887,404,872,58,198,141,144,783,769,577,734,246,649,641,304,283,89,786,868,464,519,411,825,680,318,262,593,445,833,916,784,431,766,207,738
France,Product 227,755,978,69,676,292,252,118,523,756,39,370,272,627,94,800,224,635,862,745,332,23,312,645,309,346,805,933,854,835,191,161,258,380,32,18,205,621,556,341,682,308
France,Product 228,364,563,756,844,230,798,201,757,56,301,939,529,928,301,836,589,497,652,774,212,448,613,402,611,219,793,609,342,75,686,784,738,939,635,273,418,887,631,414,960,880
France,Product 229,581,967,960,142,277,67,337,897,894,922,39,282,729,624,368,300,643,562,879,67,16,822,287,399,749,95,707,897,100,173,451,774,875,606,43,893,978,231,303,644,652
France,Product 230,116,295,925,159,400,144,400,931,480,164,855,65,675,422,577,77,638,500,150,710,907,10,451,609,545,319,16,87,539,428,762,188,139,765,33,777,930,367,728,308,871
France,Product 231,658,281,555,303,118,7,831,714,285,472,263,489,922,483,241,20,284,509,361,473,403,772,74,657,773,343,624,392,241,761,843,793,41,380,764,666,469,270,56,596,497
France,Product 232,867,105,497,913,398,276,302,688,983,185,666,676,972,263,620,531,840,548,774,236,770,903,855,155,775,237,355,28,36,61,455,775,530,631,786,566,892,821,981,306,78
France,Product 233,955,972,133,573,783,454,210,891,168,467,70,77,883,16,562,167,98,178,465,864,879,71,604,332,308,245,29,499,996,140,532,389,656,760,774,786,380,516,990,206,189
France,Product 234,691,725,694,195,785,158,412,949,516,93,776,156,103,939,818,90,84,936,771,121,378,590,766,493,937,547,837,426,317,431,738,888,894,61,919,203,656,924,144,509,47
France,Product 235,897,399,772,574,601,576,258,277,873,724,874,824,141,312,387,522,996,644,61,427,71,248,823,293,295,563,801,950,942,712,112,146,352,621,146,456,280,447,209,558,641
France,Product 236,294,211,636,626,733,926,544,639,248,981,584,410,610,398,177,133,965,831,739,570,624,765,175,832,148,602,751,621,272,736,567,806,859,497,694,185,527,202,577,938,39
France,Product 237,719,716,456,800,933,757,995,13,654,423,393,19,579,906,588,621,566,994,580,136,416,269,62,842,980,895,197,558,676,353,166,449,264,988,548,836,58,505,45,449,851
France,Product 238,559,654,363,195,261,323,954,985,601,870,133,407,477,124,807,639,357,279,419,702,531,922,421,499,179,428,578,815,818,103,269,26,970,683,945,842,575,438,920,969,860
France,Product 239,752,911,900,682,73,457,965,347,303,45,287,454,363,158,662,53,524,132,120,573,25,146,407,847,166,26,525,8,983,276,927,904,202,455,296,956,1000,211,637,845,5
France,Product 240,287,467,631,161,919,541,129,654,896,530,520,233,768,884,836,980,585,893,795,656,134,117,249,408,211,186,308,662,448,398,568,714,446,694,536,642,212,697,213,293,860
France,Product 241,831,786,391,706,198,648,24,542,77,885,409,776,667,782,58,608,376,704,11,211,696,122,682,37,101,521,720,19,176,653,867,441,691,499,998,913,658,233,482,269,362
France,Product 242,184,644,76,123,885,946,143,411,101,356,865,544,113,850,672,699,829,849,526,685,455,763,482,504,916,239,882,943,480,133,252,938,894,439,540,769,767,187,972,391,493
France,Product 243,206,875,451,372,986,976,474,20,423,269,378,524,344,567,669,460,587,536,440,356,865,332,338,495,756,501,153,388,619,939,81,856,186,583,740,460,501,663,338,463,917
France,Product 244,738,344,606,669,191,146,453,511,92,545,534,503,615,711,955,891,317,804,567,372,730,507,660,600,97,907,758,167,321,917,341,847,6,860,816,841,706,236,455,721,507
France,Product 245,734,109,165,732,31,239,927,188,141,15,467,890,771,648,485,468,898,587,994,711,421,820,52,79,297,534,604,609,185,369,215,64,57,52,317,210,64,895,542,762,410
France,Product 246,927,93,358,560,581,919,718,472,934,589,717,902,27,451,367,156,531,909,103,711,494,521,66,747,80,512,213,299,492,137,399,124,330,669,766,560,949,279,980,480,470
France,Product 247,156,417,535,308,974,982,766,274,380,875,271,961,818,631,366,147,629,621,810,629,131,988,636,62,752,179,500,776,281,199,978,670,810,59,318,772,698,412,350,590,300
France,Product 248,537,658,356,964,276,151,971,874,240,541,465,4,972,652,901,44,139,579,102,32,763,118,507,344,7,827,273,339,363,441,70,755,999,466,513,76,816,595,657,267,728
France,Product 249,462,171,343,439,614,214,149,940,744,174,278,989,329,766,519,749,550,639,376,927,539,428,485,53,148,386,630,795,189,959,570,379,483,95,398,979,14,880,221,896,375
France,Product 250,628,787,533,948,797,575,225,553,230,140,597,438,157,444,899,404,900,907,602,496,913,379,656,492,96,921,0,182,481,117,207,410,98,29,123,880,221,465,838,317,779
